,Title,Author,Issue,Type ,Description,Date
2206,Relative Use of a Law Collection in a Small Academic Library,"Diodato, Virgil",Issue 1,article,,1990
2207,"A Five-Year Cumulative Index to Questions & Answers Vols. 77-81, 1984-1989","Anson, Crystal",Issue 1,article,,1990
2208,"Price Index for Legal Publications, 1988-1989","Scott, Bettie",Issue 1,article,,1990
2209,Project CLEAR's Paper Choice: A Hypertext System for Giving Advice about Legal Research,"Hardy, I. Trotter",Issue 2,article,,1990
2210,History of the University of Washington Law Librarianship Program,"Goldsmith, Laura M.",Issue 2,article,,1990
2211,Developing and Implementing a System of Nonlegal Database Services in a Law School Setting,"Sanderson, Rosalie M.",Issue 2,article,,1990
2212,Congressional Intent and Legislative Histories: Analysis or Psychoanalysis,"Jacobstein, J. Myron",Issue 2,article,,1990
2213,Congressional Intent and Legislative Histories: Analysis or Psychoanalysis,"Mersky, Roy M.",Issue 2,article,,1990
2214,The Uses and Values of Legislative Histories: A Reply,"Schanck, Peter C.",Issue 2,comments,,1990
2215,Virginia Manuscript Law Reports,"Bryson, W. Hamilton",Issue 2,article,,1990
2216,The Japanese Legal System and International Trade: Up-to-Date Sources of Information in English,"Britt, Robert R.",Issue 2,article,,1990
2217,Library-Vendor Cooperation in Cataloging Legal Research Databases: The Minnesota/WESTLAW Experience,"Daly, Gail M.",Issue 2,article,,1990
2218,Integrating Remote Computer File Databases into the Collection with Bibliographic Description,"Matthews, Elizabeth W.",Issue 2,article,,1990
2219,The Use of Nonhuman Animals in Research,"Buyukmihci, Nedim C.",Issue 2,article,,1990
2220,"Animal Rights: An Interdisciplinary, Selective Bibliography","Chase, Marcelle P.",Issue 2,comments,Bibliography,1990
2221,Looking in Our Backyards,"Briscoe, Georgia",Issue 2,comments,Commentary,1990
2222,"The Only Game in Town: Contemporary Interpretive Theory, Statutory Construction, and Legislative Histories","Schanck, Peter C.",Issue 3,article,,1990
2223,Reviving Legal Research: A Reply to Berring and Vanden Heuvel,"Wren, Christopher G.",Issue 3,comments,Comment,1990
2224,Reviving Legal Research: A Reply to Berring and Vanden Heuvel,"Wren, Jill Robinson",Issue 3,comments,Comment,1990
2225,Legal Research: A Final Response,"Berring, Robert C.",Issue 3,comments,Comment,1990
2226,Legal Research: A Final Response,"Heuvel, Kathleen Vanden",Issue 3,comments,Comment,1990
2227,Strict Liability for the Dissemination of Dangerous Information,"Gray, John A.",Issue 3,article,,1990
2228,Basic Books and Periodicals on Jewish Law: A Guide for Law Librarians,"Weisbard, Phyllis Holman",Issue 3,article,,1990
2229,NOTIS Users' Survey: An Initial Reaction,"Johnston, Janis L.",Issue 3,comments,Comment,1990
2230,Best Legal Reference Books of 1989,"Yirka, Carl A.",Issue 3,article,,1990
2231,1988-89 Statistical Survey of ABA Law School Libraries and Librarians,"Grove, Kathleen S.",Issue 3,comments,Comment,1990
2232,Reznikoff's Testimony,"Watson, Benjamin",Issue 4,article,,1990
2233,Sexist Language: An Overview for Teachers and Librarians,"Jones, Cathy J.",Issue 4,article,,1990
2234,USMARC Self-Defense,"Calk, Jo",Issue 4,article,,1990
2235,Alabama Practice Materials: A Selective Annotated Bibliography,"Kitchens, Lynne B.",Issue 4,comments,Bibliography,1990
2236,Alabama Practice Materials: A Selective Annotated Bibliography,"Lewis, Timothy A.",Issue 4,comments,Bibliography,1990
2237,Barcoding a Library Collection,"Bluh, Pamela",Issue 4,article,,1990
2238,Electronic Bulletin Boards for Law Libraries,"Miller, Bruce Cummings",Issue 4,article,,1990
2239,Literature on Computer Software and Legal Decision Making,"Nagel, Stuart S.",Issue 4,article,,1990
2240,Sources of Rules of State Courts ,"Reidinger, Betsy",Issue 4,article,,1990
2241,Sources of Rules of State Courts ,"Lemmon, Virginia Till",Issue 4,article,,1990
2242,Survey of State Court Opinion Writing and Publication Practices,"Williams, Jane",Issue 1,comments,Comments,1991
2243,The New United Kingdom Copyright Act and Its Implications for Libraries and Archives,"Cornish, Graham P.",Issue 1,article,,1991
2244,"Training New Law Library Personnel: The Neglected, Essential Activity","Johnston, Janis L.",Issue 1,article,,1991
2245,A Measure of CALR Use by First-Year Law Students Following Mandatory Training,"Cherry, Anna M.",Issue 1,article,,1991
2246,Improving Your Teaching: How Do Students Learn,"Champagne, David W.",Issue 1,article,,1991
2247,"User Manuals for the Private Law Firm Library: Planning, Design, and Development","Jay, Marjorie",Issue 1,article,,1991
2248,The Value of Business-Related Information in the Academic Law Library,"Mersky, Roy M.",Issue 1,article,,1991
2249,The Value of Business-Related Information in the Academic Law Library,"Simoni, Christopher",Issue 1,article,,1991
2250,Business Information in the Law School: A Selective Bibliography of Commercial Sources,"Young, Stephen E.",Issue 1,comments,Bibliography,1991
2251,Business Information in the Law School: A Selective Bibliography of Government Documents,"Bridges, Barbara S.",Issue 1,comments,Bibliography,1991
2252,"Price Index for Legal Publications, 1989-90","Scott, Bettie",Issue 1,article,,1991
2253,"Law Library of Congress and the Legal Profession, The ","Danner, Richard A.",Issue 2,article,,1991
2254,The Law Library of Congress as a National Law Library,"Costle, Douglas M.",Issue 2,article,,1991
2255,The Law Library of Congress as a National Law Library,"Yirka, Carl A.",Issue 2,article,,1991
2256,Building a National Law Library to Serve the World Legal Community,"Price, M. Kathleen",Issue 2,article,,1991
2257,Introduction to the Symposium on Foreign Legal Databases,"Thomas, David A.",Issue 2,comments,Symposium on Foreign Legal Databases,1991
2258,Online Legal Databases: France and the European Communities,"Jeffries, John",Issue 2,article,Symposium on Foreign Legal Databases,1991
2259,"Legal Information Systems and Other Law-Related Databases in Germany, Austria, and Switzerland","Muller, Harald",Issue 2,article,Symposium on Foreign Legal Databases,1991
2260,United Kindgom Legal Databases,"Logan, Robert G.",Issue 2,article,Symposium on Foreign Legal Databases,1991
2261,Media Equipment Selection Methods for Law Libraries,"McCormack, Terrence E.",Issue 2,article,,1991
2262,Managing Student Assistants in the Law Library,"Malmquist, Katherine E.",Issue 2,article,,1991
2263,Most-Cited U.S. Courts of Appeals Cases from 1932 until the Late 1980s,"Schriek, Robert",Issue 2,article,,1991
2264,Avoiding the Dragon in Library Cooperation,"Wells, William W.",Issue 2,article,,1991
2265,Working on the Law Reform Database,"Reid, Marianne",Issue 2,article,,1991
2266,"Cliobernetics, Christianity, and the Common Law","Chilton, Bradley S.",Issue 2,article,,1991
2267,"Are You Now Or Have You Been a Law Librarian: A Look at AALL Scholarship Recipients, 1967-1988","Duggan, James E.",Issue 2,article,,1991
2268,The Legal Personality of the Colonial Period of Mexico,"Avalos, Francisco",Issue 2,article,,1991
2269,"The Future of Law Librarians in Changing Institutions, Or the Hazards and Opportunities of New Information Technology","Martin, Peter W.",Issue 3,article,,1991
2270,Archives and Manuscripts: New Collecting Areas for Law Libraries,"Trimble, Marsha",Issue 3,article,,1991
2271,Copyright and the Use of Telefacsimile among Branch Library Facilities,"Ensign, David",Issue 3,article,,1991
2272,The Smith Nicholas Law Library,"Sellers, Nicholas",Issue 3,article,,1991
2273,Acquiring Minds Want to Know: Integrating Automated Acquisitions with Other Library Functions,"Myers, Anne K.",Issue 3,article,,1991
2274,What Does and Does Not Happen in Law School to Prepare Students to Practice Law: A View from Both Sides of the Academic/Practice Dichotomy,"Terrell, Timothy P.",Issue 3,comments,Commentary,1991
2275,Capturing the Literature of the Bar: A Proposal for Library Package Plans,"Briscoe, Georgia",Issue 3,comments,Commentary,1991
2276,1989-90 Statistical Survey of ABA Law School Libraries and Librarians,"Grove, Kathleen S.",Issue 3,comments,Comment,1991
2277,"Survey of State, Court, and County Law Libraries","Fraley, Ruth A.",Issue 3,comments,Comment,1991
2278,From the Editor: Supporting Professional Research,"Danner, Richard A.",Issue 4,notes,Note,1991
2279,Introduction,"Brecht, Albert",Issue 4,article,Symposium on Automation and the Changing Environment of Legal Scholarship,1991
2280,The Law Librarian as Paratrooper,"Katsh, Ethan",Issue 4,article,Symposium on Automation and the Changing Environment of Legal Scholarship,1991
2281,How New Information Technologies Will Change the Way Law Professors Do and Distribute Scholarship,"Martin, Peter W.",Issue 4,article,Symposium on Automation and the Changing Environment of Legal Scholarship,1991
2282,Legal Scholarship and the Electronic Revolution,"Hoover, James L.",Issue 4,article,Symposium on Automation and the Changing Environment of Legal Scholarship,1991
2283,Copyright Compliance by Law Firms (17 U.S.C. 108): An Ethical Dilemma for Librarians,"Nemchek, Lee R.",Issue 4,article,,1991
2284,Opening a Window of Opportunity: The Library Staff as a Meaningful and Integrated Part of the Law School Community,"Slinger, Michael J.",Issue 4,article,,1991
2285,Usage of Nonlegal Databases in Law Firm and Academic Law Libraries,"Craig, Edward L. Jr.",Issue 4,article,,1991
2286,Cataloging and Classification of Law Materials: A Survey of Recent Literature,"Stone, Alva T.",Issue 4,comments,Comment,1991
2287,Cataloging and Classification of Law Materials: A Survey of Recent Literature,"Tam, Jessie",Issue 4,comments,Comment,1991
2288,Majority Opinion Assignment on the U.S. Supreme Court: A Bibliographic Overview of the Social Science Studies,"Brenner, Saul",Issue 4,comments,Comment,1991
2289,The Faculty Services Department: Fine-Tuning the Research Engine,"Schultz, Jon S.",Issue 4,article,,1991
2290,"German Division and Reunification, 1944-1990: An Overview via the Documents","Kearley, Timothy",Issue 1,article,,1992
2291,Three Researchers in Search of an Alcove: A Play in Six Acts,"Roehrenbeck, Carol A.",Issue 1,article,,1992
2292,Three Researchers in Search of an Alcove: A Play in Six Acts,"Richmond, Gail Levin",Issue 1,article,,1992
2293,Lawyer-Librarians in Public Law Schools: The Ethical Conundrums of Pro Bono Activities,"Garner, Kathy",Issue 1,article,,1992
2294,How to Develop a Marketing Plan for a Law Firm Library,"Shimpock-Vieweg, Kathy",Issue 1,article,,1992
2295,New Mexico Practice Materials: A Selective Annotated Bibliography,"Woodward, Mary A.",Issue 1,comments,Bibliography,1992
2296,Rating the Justices,"Mersky, Roy M.",Issue 1,article,,1992
2297,Rating the Justices,"Hartman, Gary R.",Issue 1,article,,1992
2298,Library Needs of a Patent Attorney ,"Terry, Kathleen R.",Issue 1,article,,1992
2299,Electronic Resources for Patent Searching,"Butler, John T.",Issue 1,article,,1992
2300,The Civil Law in Canada,"Brierley, John E. C.",Issue 1,article,,1992
2301,"Survival of Civil Law in North America: The Case of Louisiana, The ","Carbonneau, Thomas E.",Issue 1,article,,1992
2302,The Civil Law Heritage in the Transformation of Quebec Private International Law,"Talpis, Jeffrey A.",Issue 1,article,,1992
2303,The Quebec Legal System: An Overview,"LeMay, Denis",Issue 1,article,,1992
2304,Price Index for Legal Publications 1990-91,"Scott, Bettie",Issue 1,article,,1992
2305,WESTLAW and the American Digest Classification Scheme,"Doyle, John",Issue 2,article,,1992
2306,Teaching Legal Research: Past and Present ,"Janto, Joyce Manna",Issue 2,article,,1992
2307,Teaching Legal Research: Past and Present ,"Harrison-Cox, Lucinda D.",Issue 2,article,,1992
2308,Montana Practice Materials: A Selective Annotated Bibliography,"Jordan, Stephen R.",Issue 2,comments,Bibliography,1992
2309,The Public Performance Right in Libraries: Is There Anything Fair about It,"Heller, James S.",Issue 2,article,,1992
2310,Copyright Law and Library Photocopying: An Historical Survey,"Tepper, Laurie C.",Issue 2,comments,Comment,1992
2311,Limiting Secondary Patrons' Use of Academic Law Libraries during Examination Periods,"Murray, James M.",Issue 2,article,,1992
2312,When Goals Collide: Planning and Implementing a Restricted Access Policy at the University of Michigan Law Library,"Snow, Barbara J.",Issue 2,article,,1992
2313,Research Needs in Academic Law Libraries,"Millican, Rita",Issue 3,article,,1992
2314,Research Needs in Academic Law Libraries,"Wallace, Danny P.",Issue 3,article,,1992
2315,CD-Rom Journal Indexes: Wilsondisc Compared to Legaltrac,"McKenzie, Elizabeth M.",Issue 3,article,,1992
2316,CD-Rom Journal Indexes: Wilsondisc Compared to Legaltrac,"McDermott, Margaret H.",Issue 3,article,,1992
2317,Vietnamese Law in English: A Selected Annotated Bibliography,"James, Barbara G.",Issue 3,comments,Bibliography,1992
2318,Proposed Constitutional Amendments as a Research Tool: The Example of Prohibition,"Heard, Thomas E.",Issue 3,article,,1992
2319,"Kentucky Practice Materials: A Selective, Annotated Bibliography","Torres, Arturo L.",Issue 3,comments,Bibliograpy,1992
2320,A Survey of Legal Research Guides,"Anson, Crystal",Issue 3,comments,Comment,1992
2321,A Survey of Legal Research Guides,"Woodward, Mary",Issue 3,comments,Comment,1992
2322,Legal Information for the Public: A Public Library Perspective,"Crowther, Janet L.",Issue 3,article,,1992
2323,The Paralegal as Patron,"Carlson, Kathleen B. ",Issue 3,article,,1992
2324,"Academic Law Library Statistics, 1876-1992","Gasaway, Laura N.",Issue 3,article,,1992
2325,1990-91 Statistical Survey of ABA Law School Libraries and Librarians,"Grove, Kathleen S.",Issue 3,comments,Comment,1992
2326,Writing Research Results for Publication,"Kaufman, Debra",Issue 3,comments,Commentary,1992
2327,A Common Lawyer's Bookshelf Recreated: An Annotated Bibliography of a Collection of Sixteenth-Century English Law Books,"Topulos, Katherine",Issue 4,comments,Bibliography,1992
2328,The History of the Los Angeles County Law Library,"Fruchtman, Gail H.",Issue 4,article,,1992
2329,Cancelling Serials in Academic Law Libraries: Keeping the Collection Lean and Mean in Good Times and Bad,"Freehling, Dan J.",Issue 4,article,,1992
2330,Introducing CD-ROMs into a Law Library: Administrative Issues and Concerns,"Bintliff, Barbara A.",Issue 4,article,,1992
2331,Access to Academic Law Library Services: A Survey,"Foster, Lynn",Issue 4,comments,Comment,1992
2332,Indexing and Searching in Statutory Text,"Corbett, Maryann",Issue 4,article,,1992
2333,"An Index to Memorials Published in the Law Library Journal, 1916-92","Houdek, Frank G.",Issue 4,article,,1992
2334,Mastering the Lawless Science of Our Law: A Story of Legal Citation Indexes,"Ogden, Patti",Issue 1,article,,1993
2335,"Why Legal Research Skills Declined, or When Two Rights Make a Wrong","Dunn, Donald J.",Issue 1,article,,1993
2336,Freedom of Speech for Libraries and Librarians,"Smolla, Rodney A.",Issue 1,article,,1993
2337,Of Legislative Histories and Librarians,"Margeton, Stephen G.",Issue 1,article,,1993
2338,Cataloging Reform: An Overview for Academic Law Librarians,"Thomas, Joseph W.",Issue 1,article,,1993
2339,Legal Reference Books Review,"McCluer, Molly",Issue 1,article,,1993
2340,Academic Law Librarians Today: Survey of Salary and Position Information,"Malmquist, Katherine E.",Issue 1,article,,1993
2341,"Trends in Compensation of Academic Law Librarians, 1971-91","Hoeppner, Christopher J.",Issue 1,article,,1993
2342,Lawyer-Librarians in Public Law Schools: Too Many Unanswered Questions,"Herskowitz, Suzan",Issue 1,comments,Commentary,1993
2343,Reply to Herskowitz's Unanswered Questions,"Garner, Kathy",Issue 1,comments,Commentary,1993
2344,Price Index for Legal Publications 1991-92,"Scott, Bettie",Issue 1,index,,1993
2345,Creating an Expert System for Legislative History Research: Project CLEAR's Lexpert,"Hardy, I. T.",Issue 2,article,,1993
2346,"Justices, Books, Laws, and Courts in Seventeenth-Century Virginia","Billings, Warren M.",Issue 2,article,,1993
2347,"Selective, Annotated Bibliography on the Electoral College: Its Creation, History, and Prospects for Reform","Anglim, Christopher",Issue 2,index,,1993
2348,Law School Library Organization in the Age of Computers,"Belgum, Kathie",Issue 2,article,,1993
2349,How the United States Perfects an International Agreement,"Surrency, Erwin C.",Issue 2,article,,1993
2350,The Case of the Disappearing Briefs: A Study in Preservation Strategy,"Leary, Margaret A.",Issue 2,article,,1993
2351,The Acquisition of Out-of-Print and Antiquarian Law Books,"Gilliam, Mary Cooper",Issue 2,article,,1993
2352,A Poststructuralist Analysis of the Legal Research Process,"Farmer, Jill Anne",Issue 2,comments,1992 Call for Papers,1993
2353,The Law Review Symposium Issue: Community of Meaning or Reinscription of Hierarchy,"Stefancic, Jean",Issue 2,comments,1992 Call for Papers,1993
2354,A Bibliometric Study of Texas Law Reviews,"Justiss, Laura K.",Issue 2,comments,1992 Call for Papers,1993
2355,Client-Based Document Delivery Services,"Trauner, Meg",Issue 2,comments,Commentary,1993
2356,Access to Depository Materials,"Kelley, Wayne P.",Issue 2,comments,Commentary,1993
2357,Response to Wayne P. Kelley,"Leary, Margaret A.",Issue 2,comments,Commentary,1993
2358,Response to Wayne P. Kelley,"Murray, James M.",Issue 2,comments,Commentary,1993
2359,Law and the Homeless: An Annotated Bibliography,"Jarrett, Beth D.",Issue 3,index,,1993
2360,Law and the Homeless: An Annotated Bibliography,"Daniels, Wes",Issue 3,index,,1993
2361,Historical Development of the Law Concerning Judicial Report Publication,"Biscardi, Francine",Issue 3,article,,1993
2362,"State Legislative Histories: A Select, Annotated Bibliography","Torres, Jose R.",Issue 3,index,,1993
2363,"State Legislative Histories: A Select, Annotated Bibliography","Windsor, Steve",Issue 3,index,,1993
2364,Look Beyond LEXIS and WESTLAW: Other Computer Applications in the Practice of Law,"Krause, Margaret Maher",Issue 3,article,,1993
2365,Teaching Legal Research to a Diverse Student Body,"Cohen, Eileen B.",Issue 3,article,,1993
2366,The Video Collection: Selection and Evaluation,"Miller, Ellen J.",Issue 3,article,,1993
2367,Striking a Balance: Document Delivery in the Nineties,"Bluh, Pamela",Issue 3,article,,1993
2368,Integrating Document Delivery Services with Electronic Document Delivery Technologies,"Jackson, Mary E.",Issue 3,article,,1993
2369,Is the Library without Walls on a Collision Course with the 1976 Copyright Act,"Jensen, Mary Brandt",Issue 3,article,,1993
2370,1991-92 Statistical Survey of ABA Law School Libraries and Librarians,"Hanrahan, Julie",Issue 3,notes,,1993
2371,Free to Be You and Me: Librarians and Freedom of Expression,"Farmer, Jill Anne",Issue 4,comments,1993 Call for Papers,1993
2372,WESTLAW Is Natural v. Boolean Searching: A Performance Study,"Desert, Sheilla E.",Issue 4,comments,1993 Call for Papers,1993
2373,Death and Rebirth of a National Information Policy: What We Had and What We Need,"McLean, C. D.",Issue 4,comments,1993 Call for Papers,1993
2374,Introduction to Law Library Consortia: The State of the Art,"Koster, Gregory E.",Issue 4,comments,,1993
2375,The New England Law Library Consortium Experience,"Crane, Martha Berglund",Issue 4,article,,1993
2376,The Northwest Consortium of Law Libraries Experience,"Meadows, Judith",Issue 4,article,,1993
2377,The New York Joint International Law Program Experience,"Robbins, Sara",Issue 4,article,,1993
2378,The New York Joint International Law Program Experience,"Koster, Gregory E.",Issue 4,article,,1993
2379,The Mid-America Law School Library Consortium Catalog on CD-ROM,"Amelung, Richard C.",Issue 4,article,,1993
2380,Law Library Consortia: The Compleat Experience,"Koster, Gregory E.",Issue 4,article,,1993
2381,Law Library Consortia: The Compleat Experience,"Houdek, Frank G.",Issue 4,article,,1993
2382,Freshmen Justices on the United States Supreme Court: A Bibliographic Overview of the Social Science Studies,"Brenner, Saul",Issue 4,article,,1993
2383,Library of Congress Classification Schedule of Ancient and Medieval Indian Legal Literature,"Nelson, David N.",Issue 4,index,,1993
2384,AALL and the Road to Diversity,"Mersky, Roy M.",Issue 4,comments,Commentary,1993
2385,Price Index for Legal Publications 1992-93,"Scott, Bettie",Issue 4,index,,1993
2386,A Guide to American Legal History Methodology with an Example of Research in Progress,"Parrish, Jenni",Issue 1,article,,1994
2387,An Analysis of Citations to Authority in Ohio Appellate Decisions Published in 1990,"Leonard, James",Issue 1,article,,1994
2388,Staffing for Computing Services in Academic Law Libraries,"Silvis, Gregg A.",Issue 1,notes,,1994
2389,Automating with Another Library's Bibliographic Records,"Williams, Leonette M.",Issue 1,article,,1994
2390,From the Editor: Big Things,"Danner, Richard A.",Issue 2,notes,Note,1994
2391,Total Quality Management: Why Being Good Isn't Good Enough Anymore,"Harhai, Marilyn Kay",Issue 2,article,,1994
2392,An Overview of the Legal System of the Aztec Empire,"Avalos, Francisco",Issue 2,article,,1994
2393,De-Mystifying Legal Research for Prisoners,"Mongelli, William D.",Issue 2,article,,1994
2394,Law Libraries and the Americans with Disabilities Act: Making Law Libraries Accessible to the Visually Impaired,"Wilhelmus, David W.",Issue 2,article,,1994
2395,Judicial Activism in Prose: A Librarian's Guide to the Opinions of Justice Michael A. Musmanno,"Spector, Steven B.",Issue 2,article,,1994
2396,Something Little and Shiny on the Judicial Stage: The Paper Clip,"Stein, Jay W.",Issue 2,article,,1994
2397,Art Law Research: An Introduction,"Diaz, Carmina M.",Issue 2,comments,,1994
2398,Survey of Single-Judge Municipal Court Libraries in Ohio,"Byrne, Cornelia",Issue 2,notes,Notes,1994
2399,Tip Jars at the Law Library Reference Desk,"Kunsch, Kelly",Issue 2,comments,Commentary,1994
2400,From the Editor: It's the Network,"Danner, Richard A.",Issue 3,notes,Note,1994
2401,Library Open-Distribution Systems and Copyright Infringement in Canada and the United States,"Pearse, Richard",Issue 3,article,,1994
2402,Legal Aspects of Passive Smoking: An Annotated Bibliography,"Okonska, Maria",Issue 3,notes,,1994
2403,Special Collections in Law School Libraries,"Mayo-Jefferies, Deborah",Issue 3,article,,1994
2404,County Law Library Cataloging by the Minnesota State Law Library: A Ten Year Review,"Galligan, Sara",Issue 3,article,,1994
2405,Twentieth-Century Virginia Legal Periodicals: A Bibliography and Commentary,"Bryson, W. H.",Issue 3,comments,,1994
2406,Twentieth-Century Virginia Legal Periodicals: A Bibliography and Commentary,"Jorgensen, J. N.",Issue 3,comments,,1994
2407,The History of Statutory Compilations in Pennsylvania,"Fishman, Joel",Issue 3,article,,1994
2408,The Fielding Lewis Turner Law Library,"Sellers, Nicholas",Issue 3,article,,1994
2409,Faculty Privileges and Abuses: A Librarian's Dilemma,"Clapp, Laurel R.",Issue 3,comments,Commentary,1994
2410,1992-1993 Statistical Survey of ABA Law School Libraries and Librarians,"Hanrahan, Julie",Issue 3,notes,,1994
2411,Mary Louderback,"McCluer, Molly",Issue 3,comments,Memorial,1994
2412,From the Editor,"Danner, Richard A.",Issue 4,notes,Note,1994
2413,"Legal Databases, Legal Epistemology, and the Legal Order","Pantaloni, Nazareth A. M. III",Issue 4,article,1994 Call for Papers,1994
2414,Wisconsin County Law Libraries: A Court Evaluation Project,"Koslov, Marcia J.",Issue 4,article,1994 Call for Papers,1994
2415,One Piece of the Collection Development Puzzle: Issues in Drafting Format Selection Guidelines,"Franklin, Jonathan A.",Issue 4,article,1994 Call for Papers,1994
2416,Law and Literature Brought to Book: A Provisional Bibliography of Bibliographical Sources,"O'Connor, Patricia Harris",Issue 4,article,,1994
2417,Law and Literature Brought to Book: A Provisional Bibliography of Bibliographical Sources,"Menefee, Samuel Pyeatt",Issue 4,article,,1994
2418,Decapitalization of Discards in a Law Library,"Millican, Rita",Issue 4,article,,1994
2419,Decapitalization of Discards in a Law Library,"Morrison, Susan",Issue 4,article,,1994
2420,Putting Legal Research into Context: A Nontraditional Approach to Teaching Legal Research,"Goldberg, Perry M.",Issue 4,article,,1994
2421,Putting Legal Research into Context: A Nontraditional Approach to Teaching Legal Research,"Goldberg, Marci Rothman",Issue 4,article,,1994
2422,Poststructuralism and the Brave New World of Legal Research,"Duggan, Michael",Issue 4,comments,Commentary,1994
2423,Poststructuralism and the Brave New World of Legal Research,"Isenbergh, David",Issue 4,comments,Commentary,1994
2424,Price Index for Legal Publications 1993-1994,"Scott, Bettie",Issue 4,index,Index,1994
2425,From the Editor: Talking about Shoes 'N' Stuff,"Houdek, Frank G.",Issue 1,notes,Note,1995
2426,Lawyering Decisions: New Materials for Law Libraries to Collect,"Brown, Louis M.",Issue 1,article,,1995
2427,Utah Practice Materials: A Selective Annotated Bibliography,"Staheli, Kory D.",Issue 1,article,,1995
2428,"Where are they Now The Founding Members of the State, Court & County Law Libraries Special Interest Section of the American Association of Law Libraries","Meadows, Judith A.",Issue 1,article,,1995
2429,Islamic Law Bibliography: Revised and Updated List of Secondary Sources,"Makdisi, John",Issue 1,article,,1995
2430,Islamic Law Bibliography: Revised and Updated List of Secondary Sources,"Makdisi, Marianne",Issue 1,article,,1995
2431,Bibliographic Access to Legal Research Databases Reconsidered,"Daly, Gail M.",Issue 1,article,,1995
2432,The Authorized Practice of Legal Reference Service,"Mosley, Madison Jr.",Issue 1,comments,Commentary,1995
2433,Memorial: Clayne Marsh Calhoun,"Bausch, Donna",Issue 1,comments,Memorial,1995
2434,International Law Book Prices,"Kearly, Timothy",Issue 2,article,,1995
2435,Profiling Minority Law Libraries: A Report on the 1992-1993 Survey,"King, Dwight",Issue 2,article,,1995
2436,Profiling Minority Law Libraries: A Report on the 1992-1993 Survey,"Ballard, Rhea A-L ",Issue 2,article,,1995
2437,Profiling Minority Law Libraries: A Report on the 1992-1993 Survey,"Lai, Helena",Issue 2,article,,1995
2438,Profiling Minority Law Libraries: A Report on the 1992-1993 Survey,"Mills, Grace M.",Issue 2,article,,1995
2439,Chutzpah and the Law,"Spector, Steven B.",Issue 2,article,,1995
2440,Legal Materials of the United States in the People's Republic of China,"Liu, Frank Y.",Issue 2,article,,1995
2441,Fluidity in Voting on the United States Supreme Court: A Bibliographic Overview of the Studies,"Brenner, Saul",Issue 2,article,,1995
2442,Federal Tax Sources Recommended for Law School Libraries,"Pratt, Katherine T.",Issue 2,article,,1995
2443,Why Not a Shared Database for Legal Serial Patterns,"Briscoe, Georgia K.",Issue 2,article,,1995
2444,"Dough, Re, Me: The Scale of Justice (A Descant for Entering First-Year Law Students)","Kunsch, Kelly",Issue 2,article,,1995
2445,Memorial: Thomas G. Spaith,"Johnson, Bruce S.",Issue 2,comments,Memorial,1995
2446,California Legal History: A Review of Spanish and Mexican Legal Institutions,"Saunders, Myra K.",Issue 3,article,,1995
2447,Chicken Little at the Reference Desk: The Myth of Librarian Liability,"Healey, Paul D.",Issue 3,article,,1995
2448,Idaho Practice Materials: A Selective Annotated Bibliography,"Seeger, Leinaala R.",Issue 3,article,,1995
2449,"Seventeenth-Century Virginia Law and its Historians, with an Accompanying Guide to Sources","Billings, Warren M.",Issue 3,article,,1995
2450,Motivating Law Students to Develop Competent Legal Research Skills: Combating the Negative Findings of the Howland and Lewis Survey (abstract),"Staheli, Kory D.",Issue 3,article,,1995
2451,Memorial: Ruth Huskey Brunson,"Foster, Lynn",Issue 3,comments,Memorial,1995
2452,The Reports of the Supreme Court of Pennsylvania,"Fishman, Joel",Isue 4,article,,1995
2453,From the Editor: When 89 Equals 90,"Houdek, Frank G.",Issue 1,notes,Note,1996
2454,Annual Meetings of AALL 1906-1996,"Houdek, Frank G.",Issue 1,misc,,1996
2455,The Winds of Change: Acquisitions for a New Century,"Bluh, Pamela",Issue 1,article,,1996
2456,Reconciling Space and Access Needs in a Small Law Firm Library: A Modest Proposal,"Tilevitz, Sarah Laidlaw",Issue 1,article,,1996
2457,The Case of the Phantom Thirteenth Amendment: A Historical and Bibliographic Nightmare,"Conklin, Curt E.",Issue 1,article,,1996
2458,Outsourcing: New Name for an Old Practice,"Johnston, Janis L.",Issue 1,comments,Commentary,1996
2459,Reply to Kearley's International Law Book Prices,"Stephens, Alan",Issue 1,comments,Commentary,1996
2460,From the Editor: Bill Murphy Remembered,"Houdek, Frank G.",Issue 2,notes,Note,1996
2461,Remembrances of William D. Murphy,"Ellenberger, Jack",Issue 2,article,,1996
2462,The Impact of Recent Litigation on Interlibrary Loan and Document Delivery,"Heller, James S.",Issue 2,article,,1996
2463,Best Legal Reference Books of 1995,"O'Connor, Linda Karr",Issue 2,article,,1996
2464,"The Interaction of the Americans with Disabilities Act, the Family Medical Leave Act, and the Pregnancy Discrimination Act and Their Impact on Libraries","Wilhelmus, David W.",Issue 2,article,,1996
2465,"The Interaction of the Americans with Disabilities Act, the Family Medical Leave Act, and the Pregnancy Discrimination Act and Their Impact on Libraries","Wilhelmus, Mary Tiede",Issue 2,article,,1996
2466,What's Wrong with Legal Research and Writing--Problems and Solutions,"Fitzgerald, Maureen F.",Issue 2,article,,1996
2467,Teaching Research to Faculty: Accommodating Cultural and Learning-Style Differences,"Thompson, Jane",Issue 2,article,,1996
2468,Oregon Practice Materials: A Selective Annotated Bibliography,"Beck, Karen S.",Issue 2,article,,1996
